Source,Target,Weight,Label
gas,human,14,SUPPORTS
gas,due,11,SUPPORTS
gas,temperature,11,SUPPORTS
gas,global,24,SUPPORTS
gas,greenhouse,74,SUPPORTS
gas,increased,5,SUPPORTS
gas,emissions,25,SUPPORTS
gas,concentrations,10,SUPPORTS
gas,temperatures,7,SUPPORTS
gas,dioxide,8,SUPPORTS
gas,carbon,14,SUPPORTS
gas,warming,22,SUPPORTS
gas,ice,5,SUPPORTS
gas,fossil,8,SUPPORTS
gas,surface,5,SUPPORTS
gas,"atmosphere ,",12,SUPPORTS
gas,Earth 's,10,SUPPORTS
gas,increasing,7,SUPPORTS
dioxide,carbon,103,SUPPORTS
dioxide,increased,8,SUPPORTS
dioxide,atmospheric,7,SUPPORTS
dioxide,per,12,SUPPORTS
dioxide,surface,7,SUPPORTS
dioxide,increases,6,SUPPORTS
dioxide,cause,10,SUPPORTS
dioxide,"methane ,",5,SUPPORTS
dioxide,Earth 's,13,SUPPORTS
dioxide,temperature,6,SUPPORTS
increase,CO,10,SUPPORTS
increase,global,21,SUPPORTS
increase,greenhouse,9,SUPPORTS
increase,2,15,SUPPORTS
increase,temperature,24,SUPPORTS
increase,climate,9,SUPPORTS
increase,increased,11,SUPPORTS
increase,surface,10,SUPPORTS
increase,increases,8,SUPPORTS
increase,atmospheric,12,SUPPORTS
increase,ice,11,SUPPORTS
increase,carbon,10,SUPPORTS
increase,rise,8,SUPPORTS
increase,evidence,5,SUPPORTS
increase,last,7,SUPPORTS
increase,emissions,7,SUPPORTS
increase,melting,5,SUPPORTS
human,caused,22,SUPPORTS
human,changes,22,SUPPORTS
human,climate,35,SUPPORTS
human,change,17,SUPPORTS
human,since,15,SUPPORTS
human,increasing,10,SUPPORTS
human,evidence,21,SUPPORTS
human,increased,9,SUPPORTS
human,global,30,SUPPORTS
human,temperature,8,SUPPORTS
human,emissions,8,SUPPORTS
human,scientific,32,SUPPORTS
human,rise,9,SUPPORTS
human,atmosphere,18,SUPPORTS
human,cause,22,SUPPORTS
human,increases,6,SUPPORTS
human,land,7,SUPPORTS
human,CO,8,SUPPORTS
human,2,7,SUPPORTS
human,"atmosphere ,",7,SUPPORTS
due,temperature,8,SUPPORTS
due,global,31,SUPPORTS
due,evidence,6,SUPPORTS
due,increased,10,SUPPORTS
due,emissions,14,SUPPORTS
due,ice,15,SUPPORTS
due,melting,8,SUPPORTS
due,caused,6,SUPPORTS
due,rise,9,SUPPORTS
due,changes,6,SUPPORTS
level,sea,93,SUPPORTS
level,ice,27,SUPPORTS
level,melting,17,SUPPORTS
level,global,33,SUPPORTS
level,per,9,SUPPORTS
level,average,9,SUPPORTS
level,emissions,10,SUPPORTS
level,rise,42,SUPPORTS
level,increases,5,SUPPORTS
level,heat,5,SUPPORTS
level,increased,6,SUPPORTS
fossil,concentrations,9,SUPPORTS
fossil,changes,7,SUPPORTS
fossil,land,8,SUPPORTS
fossil,CO,5,SUPPORTS
fossil,climate,7,SUPPORTS
fossil,2,5,SUPPORTS
fossil,cause,5,SUPPORTS
fossil,increasing,8,SUPPORTS
decades,surface,20,SUPPORTS
decades,caused,18,SUPPORTS
decades,scientific,19,SUPPORTS
decades,global,22,SUPPORTS
decades,emissions,18,SUPPORTS
decades,greenhouse,20,SUPPORTS
decades,temperatures,18,SUPPORTS
decades,increased,18,SUPPORTS
decades,climate,10,SUPPORTS
decades,warming,10,SUPPORTS
decades,observed,8,SUPPORTS
decades,since,9,SUPPORTS
decades,changes,11,SUPPORTS
decades,sea,8,SUPPORTS
decades,atmospheric,5,SUPPORTS
"atmosphere ,",greenhouse,18,SUPPORTS
"atmosphere ,",nitrous,5,SUPPORTS
"atmosphere ,",warming,12,SUPPORTS
"atmosphere ,",increasing,7,SUPPORTS
"atmosphere ,",concentrations,7,SUPPORTS
sea,ice,78,SUPPORTS
sea,melting,33,SUPPORTS
sea,last,6,SUPPORTS
sea,global,55,SUPPORTS
sea,per,10,SUPPORTS
sea,increases,18,SUPPORTS
sea,average,13,SUPPORTS
sea,rising,24,SUPPORTS
sea,emissions,10,SUPPORTS
sea,rise,55,SUPPORTS
sea,heat,11,SUPPORTS
sea,atmospheric,7,SUPPORTS
sea,increased,9,SUPPORTS
sea,cause,6,SUPPORTS
change,gases,8,SUPPORTS
change,since,7,SUPPORTS
change,greenhouse,17,SUPPORTS
change,temperature,13,SUPPORTS
change,causing,6,SUPPORTS
change,land,8,SUPPORTS
change,atmosphere,5,SUPPORTS
change,ice,10,SUPPORTS
surface,gases,10,SUPPORTS
surface,average,16,SUPPORTS
surface,increases,10,SUPPORTS
surface,global,51,SUPPORTS
surface,greenhouse,36,SUPPORTS
surface,°C,19,SUPPORTS
surface,warming,24,SUPPORTS
surface,observed,6,SUPPORTS
surface,caused,24,SUPPORTS
surface,scientific,18,SUPPORTS
surface,emissions,23,SUPPORTS
surface,temperatures,28,SUPPORTS
surface,increased,24,SUPPORTS
surface,temperature,37,SUPPORTS
surface,carbon,7,SUPPORTS
surface,cause,6,SUPPORTS
surface,Earth 's,16,SUPPORTS
surface,rise,6,SUPPORTS
surface,climate,9,SUPPORTS
surface,2,9,SUPPORTS
surface,ice,8,SUPPORTS
surface,heat,6,SUPPORTS
surface,CO,6,SUPPORTS
atmospheric,carbon,16,SUPPORTS
atmospheric,concentrations,16,SUPPORTS
atmospheric,CO,17,SUPPORTS
atmospheric,2,15,SUPPORTS
atmospheric,warming,11,SUPPORTS
atmospheric,per,5,SUPPORTS
CO,gases,12,SUPPORTS
CO,global,18,SUPPORTS
CO,greenhouse,17,SUPPORTS
CO,Earth 's,7,SUPPORTS
CO,atmosphere,11,SUPPORTS
CO,2,87,SUPPORTS
CO,temperature,22,SUPPORTS
CO,increased,7,SUPPORTS
CO,carbon,11,SUPPORTS
CO,per,12,SUPPORTS
CO,climate,12,SUPPORTS
CO,ice,8,SUPPORTS
ice,melting,38,SUPPORTS
ice,last,16,SUPPORTS
ice,increases,7,SUPPORTS
ice,global,38,SUPPORTS
ice,rise,28,SUPPORTS
ice,temperature,17,SUPPORTS
ice,climate,15,SUPPORTS
ice,changes,9,SUPPORTS
ice,greenhouse,8,SUPPORTS
ice,Earth 's,6,SUPPORTS
ice,causing,10,SUPPORTS
ice,cause,6,SUPPORTS
ice,2,9,SUPPORTS
gases,global,23,SUPPORTS
gases,greenhouse,67,SUPPORTS
gases,Earth 's,9,SUPPORTS
gases,atmosphere,15,SUPPORTS
gases,2,11,SUPPORTS
gases,since,14,SUPPORTS
gases,climate,9,SUPPORTS
gases,evidence,9,SUPPORTS
gases,increased,13,SUPPORTS
gases,last,10,SUPPORTS
gases,warming,22,SUPPORTS
gases,average,16,SUPPORTS
gases,increases,12,SUPPORTS
gases,°C,9,SUPPORTS
gases,observed,8,SUPPORTS
gases,cause,12,SUPPORTS
gases,emissions,5,SUPPORTS
gases,scientific,13,SUPPORTS
gases,rise,10,SUPPORTS
gases,changes,11,SUPPORTS
gases,"atmosphere ,",7,SUPPORTS
caused,changes,14,SUPPORTS
caused,climate,13,SUPPORTS
caused,gases,10,SUPPORTS
caused,increased,19,SUPPORTS
caused,last,10,SUPPORTS
caused,warming,14,SUPPORTS
caused,scientific,23,SUPPORTS
caused,emissions,21,SUPPORTS
caused,temperatures,23,SUPPORTS
caused,Earth 's,6,SUPPORTS
caused,land,5,SUPPORTS
carbon,increased,13,SUPPORTS
carbon,per,12,SUPPORTS
carbon,cause,17,SUPPORTS
carbon,last,7,SUPPORTS
carbon,emissions,24,SUPPORTS
carbon,increases,7,SUPPORTS
carbon,temperatures,5,SUPPORTS
carbon,temperature,8,SUPPORTS
carbon,evidence,9,SUPPORTS
carbon,since,5,SUPPORTS
carbon,2,11,SUPPORTS
carbon,causing,10,SUPPORTS
carbon,Earth 's,17,SUPPORTS
"methane ,","atmosphere ,",8,SUPPORTS
"methane ,",evidence,5,SUPPORTS
"methane ,",Earth 's,5,SUPPORTS
"methane ,",atmosphere,5,SUPPORTS
"methane ,",cause,5,SUPPORTS
since,greenhouse,14,SUPPORTS
since,climate,19,SUPPORTS
since,concentrations,8,SUPPORTS
since,increased,14,SUPPORTS
since,temperatures,5,SUPPORTS
since,temperature,26,SUPPORTS
since,°C,7,SUPPORTS
since,per,6,SUPPORTS
since,emissions,6,SUPPORTS
since,"atmosphere ,",5,SUPPORTS
average,global,47,SUPPORTS
average,per,15,SUPPORTS
average,increases,11,SUPPORTS
average,greenhouse,19,SUPPORTS
average,°C,15,SUPPORTS
average,warming,20,SUPPORTS
average,observed,7,SUPPORTS
average,since,12,SUPPORTS
average,temperatures,6,SUPPORTS
average,temperature,26,SUPPORTS
average,increased,7,SUPPORTS
average,atmosphere,7,SUPPORTS
scientific,global,35,SUPPORTS
scientific,emissions,20,SUPPORTS
scientific,greenhouse,28,SUPPORTS
scientific,increased,24,SUPPORTS
scientific,changes,6,SUPPORTS
scientific,cause,13,SUPPORTS
scientific,evidence,12,SUPPORTS
scientific,Earth 's,6,SUPPORTS
scientific,causing,5,SUPPORTS
rise,emissions,14,SUPPORTS
rise,per,5,SUPPORTS
rise,changes,6,SUPPORTS
rise,global,44,SUPPORTS
rise,greenhouse,14,SUPPORTS
rise,climate,12,SUPPORTS
rise,concentrations,10,SUPPORTS
rise,temperatures,11,SUPPORTS
rise,atmosphere,6,SUPPORTS
rise,cause,10,SUPPORTS
rise,warming,10,SUPPORTS
rise,fossil,5,SUPPORTS
temperature,global,70,SUPPORTS
temperature,greenhouse,29,SUPPORTS
temperature,evidence,6,SUPPORTS
temperature,increased,17,SUPPORTS
temperature,emissions,11,SUPPORTS
temperature,°C,30,SUPPORTS
temperature,warming,33,SUPPORTS
temperature,per,6,SUPPORTS
temperature,climate,28,SUPPORTS
temperature,heat,13,SUPPORTS
temperature,last,7,SUPPORTS
temperature,temperatures,13,SUPPORTS
temperature,cause,7,SUPPORTS
melting,last,5,SUPPORTS
melting,global,19,SUPPORTS
melting,heat,5,SUPPORTS
changes,climate,33,SUPPORTS
changes,increasing,5,SUPPORTS
changes,global,20,SUPPORTS
changes,greenhouse,20,SUPPORTS
changes,concentrations,5,SUPPORTS
changes,atmosphere,5,SUPPORTS
changes,cause,5,SUPPORTS
changes,rising,9,SUPPORTS
changes,last,9,SUPPORTS
changes,increases,9,SUPPORTS
changes,land,11,SUPPORTS
changes,Earth 's,11,SUPPORTS
changes,observed,9,SUPPORTS
causing,climate,11,SUPPORTS
causing,land,8,SUPPORTS
causing,cause,10,SUPPORTS
causing,atmosphere,6,SUPPORTS
causing,evidence,6,SUPPORTS
causing,Earth 's,5,SUPPORTS
increases,global,22,SUPPORTS
increases,greenhouse,16,SUPPORTS
increases,°C,8,SUPPORTS
increases,warming,8,SUPPORTS
increases,observed,7,SUPPORTS
increases,heat,9,SUPPORTS
increases,temperatures,7,SUPPORTS
increases,evidence,6,SUPPORTS
increases,last,5,SUPPORTS
increases,rising,5,SUPPORTS
increasing,greenhouse,13,SUPPORTS
increasing,climate,6,SUPPORTS
increasing,concentrations,12,SUPPORTS
increasing,global,7,SUPPORTS
increasing,temperatures,5,SUPPORTS
increasing,cause,8,SUPPORTS
increasing,warming,12,SUPPORTS
global,Earth 's,11,SUPPORTS
global,atmosphere,12,SUPPORTS
global,2,26,SUPPORTS
global,per,19,SUPPORTS
global,evidence,10,SUPPORTS
global,°C,30,SUPPORTS
global,climate,85,SUPPORTS
global,concentrations,13,SUPPORTS
global,rising,19,SUPPORTS
greenhouse,Earth 's,15,SUPPORTS
greenhouse,atmosphere,27,SUPPORTS
greenhouse,2,19,SUPPORTS
greenhouse,climate,38,SUPPORTS
greenhouse,evidence,13,SUPPORTS
greenhouse,increased,32,SUPPORTS
greenhouse,emissions,34,SUPPORTS
greenhouse,last,12,SUPPORTS
greenhouse,warming,50,SUPPORTS
greenhouse,°C,11,SUPPORTS
greenhouse,observed,12,SUPPORTS
greenhouse,temperatures,27,SUPPORTS
greenhouse,cause,13,SUPPORTS
greenhouse,land,12,SUPPORTS
rising,temperatures,5,SUPPORTS
rising,heat,7,SUPPORTS
rising,warming,11,SUPPORTS
climate,evidence,8,SUPPORTS
climate,increased,5,SUPPORTS
climate,atmosphere,8,SUPPORTS
climate,cause,16,SUPPORTS
climate,land,9,SUPPORTS
climate,last,7,SUPPORTS
climate,°C,13,SUPPORTS
climate,emissions,15,SUPPORTS
climate,per,5,SUPPORTS
concentrations,warming,9,SUPPORTS
concentrations,temperatures,6,SUPPORTS
concentrations,cause,5,SUPPORTS
evidence,increased,6,SUPPORTS
evidence,last,10,SUPPORTS
evidence,land,5,SUPPORTS
evidence,warming,14,SUPPORTS
evidence,Earth 's,6,SUPPORTS
evidence,cause,6,SUPPORTS
nitrous,increased,5,SUPPORTS
heat,°C,5,SUPPORTS
heat,increasing,5,SUPPORTS
heat,increased,6,SUPPORTS
temperatures,increased,25,SUPPORTS
temperatures,cause,8,SUPPORTS
temperatures,surface,5,SUPPORTS
atmosphere,2,10,SUPPORTS
atmosphere,cause,8,SUPPORTS
2,increased,11,SUPPORTS
2,per,11,SUPPORTS
2,warming,11,SUPPORTS
land,last,6,SUPPORTS
land,warming,10,SUPPORTS
increased,last,7,SUPPORTS
increased,warming,20,SUPPORTS
increased,°C,5,SUPPORTS
°C,per,13,SUPPORTS
°C,warming,27,SUPPORTS
°C,observed,6,SUPPORTS
°C,emissions,6,SUPPORTS
warming,emissions,18,SUPPORTS
observed,gases,7,SUPPORTS
observed,carbon,7,SUPPORTS
observed,last,7,SUPPORTS
observed,warming,15,SUPPORTS
observed,emissions,5,SUPPORTS
emissions,greenhouse,18,SUPPORTS
emissions,temperatures,18,SUPPORTS
emissions,increased,18,SUPPORTS
emissions,2,5,SUPPORTS
emissions,cause,6,SUPPORTS
Earth 's,atmosphere,19,SUPPORTS
Earth 's,2,9,SUPPORTS
Earth 's,increased,6,SUPPORTS
Earth 's,cause,8,SUPPORTS
